puzzle,solution,iteration,algorithm,steps,time
data/Rushhour9x9_4.csv,2,4,ALL,29,2.823638800000481
data/Rushhour9x9_4.csv,0,5,TOL,451,0.02771270000084769
data/Rushhour9x9_4.csv,0,5,RU,29,6.0186470999997255
data/Rushhour9x9_4.csv,0,5,ALL,29,3.8187684000004083
data/Rushhour9x9_4.csv,1,5,TOL,451,0.008629599999039783
data/Rushhour9x9_4.csv,1,5,RU,29,6.04657860000043
data/Rushhour9x9_4.csv,1,5,ALL,29,3.7544102000010753
data/Rushhour9x9_4.csv,2,5,TOL,451,0.01015209999968647
data/Rushhour9x9_4.csv,2,5,RU,29,5.81573280000157
data/Rushhour9x9_4.csv,2,5,ALL,29,3.63797169999998
data/Rushhour9x9_4.csv,0,6,TOL,420,0.00562059999901976
data/Rushhour9x9_4.csv,0,6,RU,33,7.545198799998616
data/Rushhour9x9_4.csv,0,6,ALL,33,4.6675149999991845
data/Rushhour9x9_4.csv,1,6,TOL,420,0.006009700000504381
data/Rushhour9x9_4.csv,1,6,RU,33,7.591719600000943
data/Rushhour9x9_4.csv,1,6,ALL,33,4.588739200000418
data/Rushhour9x9_4.csv,2,6,TOL,420,0.005402099999628263
data/Rushhour9x9_4.csv,2,6,RU,33,7.468969899999138
data/Rushhour9x9_4.csv,2,6,ALL,33,4.601330900000903
data/Rushhour9x9_4.csv,0,7,TOL,605,0.01079599999866332
data/Rushhour9x9_4.csv,0,7,RU,32,14.788424099999247
data/Rushhour9x9_4.csv,0,7,ALL,32,10.54884630000015
data/Rushhour9x9_4.csv,1,7,TOL,605,0.009563399999024114
data/Rushhour9x9_4.csv,1,7,RU,32,16.77779609999925
data/Rushhour9x9_4.csv,1,7,ALL,32,11.557373800000278
data/Rushhour9x9_4.csv,2,7,TOL,605,0.010244799999782117
data/Rushhour9x9_4.csv,2,7,RU,32,14.544014300001436
data/Rushhour9x9_4.csv,2,7,ALL,32,9.314480999999432
data/Rushhour9x9_4.csv,0,8,TOL,179,0.001712299999780953
data/Rushhour9x9_4.csv,0,8,RU,32,1.764153799998894
data/Rushhour9x9_4.csv,0,8,ALL,31,0.9500420000003942
data/Rushhour9x9_4.csv,1,8,TOL,179,0.0017660000012256205
data/Rushhour9x9_4.csv,1,8,RU,32,1.9962968999989243
data/Rushhour9x9_4.csv,1,8,ALL,31,1.0249242000008962
data/Rushhour9x9_4.csv,2,8,TOL,179,0.0019035999994230224
data/Rushhour9x9_4.csv,2,8,RU,32,1.7643372999991698
data/Rushhour9x9_4.csv,2,8,ALL,31,0.9484216000000742
data/Rushhour9x9_4.csv,0,9,TOL,383,0.00524779999977909
data/Rushhour9x9_4.csv,0,9,RU,28,5.918606700000964
data/Rushhour9x9_4.csv,0,9,ALL,27,3.0104561999996804
data/Rushhour9x9_4.csv,1,9,TOL,383,0.005317299999660463
data/Rushhour9x9_4.csv,1,9,RU,28,5.931634599999597
data/Rushhour9x9_4.csv,1,9,ALL,27,2.9783152999989397
data/Rushhour9x9_4.csv,2,9,TOL,383,0.005588300000454183
data/Rushhour9x9_4.csv,2,9,RU,28,5.91527219999989
data/Rushhour9x9_4.csv,2,9,ALL,27,2.993051400000695
data/Rushhour9x9_5.csv,0,0,TOL,359,0.004062799998791888
data/Rushhour9x9_5.csv,0,0,RU,34,4.398155900000347
data/Rushhour9x9_5.csv,0,0,ALL,34,3.6016639999998006
data/Rushhour9x9_5.csv,1,0,TOL,359,0.004723300000478048
data/Rushhour9x9_5.csv,1,0,RU,34,4.479320700000244
data/Rushhour9x9_5.csv,1,0,ALL,34,3.611725499999011
data/Rushhour9x9_5.csv,2,0,TOL,359,0.004692699998486205
data/Rushhour9x9_5.csv,2,0,RU,34,4.393927900000563
data/Rushhour9x9_5.csv,2,0,ALL,34,3.4975927000014053
data/Rushhour9x9_5.csv,0,1,TOL,419,0.004403799999636249
data/Rushhour9x9_5.csv,0,1,RU,28,4.770043299999088
data/Rushhour9x9_5.csv,0,1,ALL,28,4.3107456999987335
data/Rushhour9x9_5.csv,1,1,TOL,419,0.0047725000003993046
data/Rushhour9x9_5.csv,1,1,RU,28,4.710080000000744
data/Rushhour9x9_5.csv,1,1,ALL,28,4.310392999999749
data/Rushhour9x9_5.csv,2,1,TOL,419,0.0044543000003614
data/Rushhour9x9_5.csv,2,1,RU,28,4.850452399999995
data/Rushhour9x9_5.csv,2,1,ALL,28,4.378391100000954
data/Rushhour9x9_5.csv,0,2,TOL,440,0.004823600000236183
data/Rushhour9x9_5.csv,0,2,RU,39,7.3129942000014125
data/Rushhour9x9_5.csv,0,2,ALL,39,6.162238300001263
data/Rushhour9x9_5.csv,1,2,TOL,440,0.004808300000149757
data/Rushhour9x9_5.csv,1,2,RU,39,7.337375399998564
data/Rushhour9x9_5.csv,1,2,ALL,39,6.1767475999986345
data/Rushhour9x9_5.csv,2,2,TOL,440,0.005143300000781892
data/Rushhour9x9_5.csv,2,2,RU,39,7.38959960000102
data/Rushhour9x9_5.csv,2,2,ALL,39,6.372758800000156
data/Rushhour9x9_5.csv,0,3,TOL,417,0.004471399999601999
data/Rushhour9x9_5.csv,0,3,RU,31,6.706117600000653
data/Rushhour9x9_5.csv,0,3,ALL,31,4.651440600000569
data/Rushhour9x9_5.csv,1,3,TOL,417,0.0040234000007330906
data/Rushhour9x9_5.csv,1,3,RU,31,5.34845789999963
data/Rushhour9x9_5.csv,1,3,ALL,31,4.721497200000158
data/Rushhour9x9_5.csv,2,3,TOL,417,0.003650000000561704
data/Rushhour9x9_5.csv,2,3,RU,31,5.3098868999986735
data/Rushhour9x9_5.csv,2,3,ALL,31,4.5968780999992305
data/Rushhour9x9_5.csv,0,4,TOL,346,0.0028345000009721844
data/Rushhour9x9_5.csv,0,4,RU,32,4.7425205999988975
data/Rushhour9x9_5.csv,0,4,ALL,32,4.009466400000747
data/Rushhour9x9_5.csv,1,4,TOL,346,0.00315740000041842
data/Rushhour9x9_5.csv,1,4,RU,32,4.740825500000938
data/Rushhour9x9_5.csv,1,4,ALL,32,4.006998299999395
data/Rushhour9x9_5.csv,2,4,TOL,346,0.005126399999426212
data/Rushhour9x9_5.csv,2,4,RU,32,4.641666499999701
data/Rushhour9x9_5.csv,2,4,ALL,32,3.9470347999995283
data/Rushhour9x9_5.csv,0,5,TOL,477,0.0049479000008432195
data/Rushhour9x9_5.csv,0,5,RU,28,3.516359500001272
data/Rushhour9x9_5.csv,0,5,ALL,28,2.861221999999543
data/Rushhour9x9_5.csv,1,5,TOL,477,0.004997899999580113
data/Rushhour9x9_5.csv,1,5,RU,28,3.512949699999808
data/Rushhour9x9_5.csv,1,5,ALL,28,2.8345951000010245
data/Rushhour9x9_5.csv,2,5,TOL,477,0.004856300000028568
data/Rushhour9x9_5.csv,2,5,RU,28,3.526983300000211
data/Rushhour9x9_5.csv,2,5,ALL,28,2.865682300000117
data/Rushhour9x9_5.csv,0,6,TOL,416,0.003886999998940155
data/Rushhour9x9_5.csv,0,6,RU,34,4.278744700000971
data/Rushhour9x9_5.csv,0,6,ALL,34,3.862266099999033
data/Rushhour9x9_5.csv,1,6,TOL,416,0.005562199999985751
data/Rushhour9x9_5.csv,1,6,RU,34,5.632760999998936
data/Rushhour9x9_5.csv,1,6,ALL,34,3.8059439999997267
data/Rushhour9x9_5.csv,2,6,TOL,416,0.007328399999096291
data/Rushhour9x9_5.csv,2,6,RU,34,4.779788900001222
data/Rushhour9x9_5.csv,2,6,ALL,34,3.694161499999609
data/Rushhour9x9_5.csv,0,7,TOL,397,0.0035819000004266854
data/Rushhour9x9_5.csv,0,7,RU,31,5.598505200001455
data/Rushhour9x9_5.csv,0,7,ALL,31,4.649913799999922
data/Rushhour9x9_5.csv,1,7,TOL,397,0.00482440000087081
data/Rushhour9x9_5.csv,1,7,RU,31,5.0121044000006805
data/Rushhour9x9_5.csv,1,7,ALL,31,5.696667800000796
data/Rushhour9x9_5.csv,2,7,TOL,397,0.006253499999729684
data/Rushhour9x9_5.csv,2,7,RU,31,5.010841199999049
data/Rushhour9x9_5.csv,2,7,ALL,31,4.521775699999125
data/Rushhour9x9_5.csv,0,8,TOL,443,0.005585400000200025
data/Rushhour9x9_5.csv,0,8,RU,42,6.656072300000233
data/Rushhour9x9_5.csv,0,8,ALL,42,5.731979500000307
data/Rushhour9x9_5.csv,1,8,TOL,443,0.0071583999997528736
data/Rushhour9x9_5.csv,1,8,RU,42,6.601089399999182
data/Rushhour9x9_5.csv,1,8,ALL,42,5.641013999998904
data/Rushhour9x9_5.csv,2,8,TOL,443,0.006026499999279622
data/Rushhour9x9_5.csv,2,8,RU,42,6.5216020999996545
data/Rushhour9x9_5.csv,2,8,ALL,42,5.552109499998551
data/Rushhour9x9_5.csv,0,9,TOL,465,0.015223899999909918
data/Rushhour9x9_5.csv,0,9,RU,31,5.164377099999911
data/Rushhour9x9_5.csv,0,9,ALL,31,4.214481500001057
data/Rushhour9x9_5.csv,1,9,TOL,465,0.007563099999970291
data/Rushhour9x9_5.csv,1,9,RU,31,5.058821499998885
data/Rushhour9x9_5.csv,1,9,ALL,31,4.133116599999994
data/Rushhour9x9_5.csv,2,9,TOL,465,0.011155099999086815
data/Rushhour9x9_5.csv,2,9,RU,31,5.079138200000671
data/Rushhour9x9_5.csv,2,9,ALL,31,4.105486100001144
data/Rushhour9x9_6.csv,0,0,TOL,152,0.0015452000006916933
data/Rushhour9x9_6.csv,0,0,RU,21,0.7521281999997882
data/Rushhour9x9_6.csv,0,0,ALL,21,0.7163044000008085
data/Rushhour9x9_6.csv,1,0,TOL,152,0.0009855999996943865
data/Rushhour9x9_6.csv,1,0,RU,21,0.765818699999727
data/Rushhour9x9_6.csv,1,0,ALL,21,0.6982960000004823
data/Rushhour9x9_6.csv,2,0,TOL,152,0.0018892999996751314
data/Rushhour9x9_6.csv,2,0,RU,21,0.8208787999992637
data/Rushhour9x9_6.csv,2,0,ALL,21,0.7031796999999642
data/Rushhour9x9_6.csv,0,1,TOL,133,0.0008412999995925929
data/Rushhour9x9_6.csv,0,1,RU,19,0.5863974999992934
data/Rushhour9x9_6.csv,0,1,ALL,19,0.549780200000896
data/Rushhour9x9_6.csv,1,1,TOL,133,0.0009030000001075678
data/Rushhour9x9_6.csv,1,1,RU,19,0.5923612999995385
data/Rushhour9x9_6.csv,1,1,ALL,19,0.5544265000007726
data/Rushhour9x9_6.csv,2,1,TOL,133,0.0008163000002241461
data/Rushhour9x9_6.csv,2,1,RU,19,0.6274587999996584
data/Rushhour9x9_6.csv,2,1,ALL,19,0.5549620000001596
data/Rushhour9x9_6.csv,0,2,TOL,172,0.0011820999989140546
data/Rushhour9x9_6.csv,0,2,RU,19,1.091891799998848
data/Rushhour9x9_6.csv,0,2,ALL,19,1.0459244000012404
data/Rushhour9x9_6.csv,1,2,TOL,172,0.0010701999999582767
data/Rushhour9x9_6.csv,1,2,RU,19,1.0964915000004112
data/Rushhour9x9_6.csv,1,2,ALL,19,1.0166529000016453
data/Rushhour9x9_6.csv,2,2,TOL,172,0.0011983000003965572
data/Rushhour9x9_6.csv,2,2,RU,19,1.0787115000002814
data/Rushhour9x9_6.csv,2,2,ALL,19,1.005024299998695
data/Rushhour9x9_6.csv,0,3,TOL,147,0.0009152999991783872
data/Rushhour9x9_6.csv,0,3,RU,25,0.6652530999999726
data/Rushhour9x9_6.csv,0,3,ALL,25,0.6648987999997189
data/Rushhour9x9_6.csv,1,3,TOL,147,0.0009608999989723088
data/Rushhour9x9_6.csv,1,3,RU,25,0.6551676999988558
data/Rushhour9x9_6.csv,1,3,ALL,25,0.6098851999995532
data/Rushhour9x9_6.csv,2,3,TOL,147,0.001424300000508083
data/Rushhour9x9_6.csv,2,3,RU,25,0.7054127999999764
data/Rushhour9x9_6.csv,2,3,ALL,25,0.6090891999992891
data/Rushhour9x9_6.csv,0,4,TOL,95,0.0010063999998237705
data/Rushhour9x9_6.csv,0,4,RU,21,0.3551599999991595
data/Rushhour9x9_6.csv,0,4,ALL,21,0.2975948999992397
data/Rushhour9x9_6.csv,1,4,TOL,95,0.0006815000015194528
data/Rushhour9x9_6.csv,1,4,RU,21,0.3945638000004692
data/Rushhour9x9_6.csv,1,4,ALL,21,0.3101200000000972
data/Rushhour9x9_6.csv,2,4,TOL,95,0.0006812000010540942
data/Rushhour9x9_6.csv,2,4,RU,21,0.36137349999989965
data/Rushhour9x9_6.csv,2,4,ALL,21,0.2890583999997034
data/Rushhour9x9_6.csv,0,5,TOL,126,0.0012464000010368181
data/Rushhour9x9_6.csv,0,5,RU,22,0.5482675000002928
data/Rushhour9x9_6.csv,0,5,ALL,22,0.4663970000001427
data/Rushhour9x9_6.csv,1,5,TOL,126,0.0008815999990474666
data/Rushhour9x9_6.csv,1,5,RU,22,0.5851662999994005
data/Rushhour9x9_6.csv,1,5,ALL,22,0.45152149999921676
data/Rushhour9x9_6.csv,2,5,TOL,126,0.0008381999996345257
data/Rushhour9x9_6.csv,2,5,RU,22,0.5507617000002938
data/Rushhour9x9_6.csv,2,5,ALL,22,0.4405593999999837
data/Rushhour9x9_6.csv,0,6,TOL,89,0.000659399998767185
data/Rushhour9x9_6.csv,0,6,RU,23,0.4779714000014792
data/Rushhour9x9_6.csv,0,6,ALL,23,0.5177407000010135
data/Rushhour9x9_6.csv,1,6,TOL,89,0.0006558999994012993
data/Rushhour9x9_6.csv,1,6,RU,23,0.4793820000013511
data/Rushhour9x9_6.csv,1,6,ALL,23,0.4642585000001418
data/Rushhour9x9_6.csv,2,6,TOL,89,0.0004962000002706191
data/Rushhour9x9_6.csv,2,6,RU,23,0.4560263000003033
data/Rushhour9x9_6.csv,2,6,ALL,23,0.4609777000005124
data/Rushhour9x9_6.csv,0,7,TOL,103,0.0006902000004629372
data/Rushhour9x9_6.csv,0,7,RU,19,0.3629383000006783
data/Rushhour9x9_6.csv,0,7,ALL,19,0.23380570000153966
data/Rushhour9x9_6.csv,1,7,TOL,103,0.00073069999962172
data/Rushhour9x9_6.csv,1,7,RU,19,0.22668729999895731
data/Rushhour9x9_6.csv,1,7,ALL,19,0.20203240000046208
data/Rushhour9x9_6.csv,2,7,TOL,103,0.0007881999990786426
data/Rushhour9x9_6.csv,2,7,RU,19,0.22192730000097072
data/Rushhour9x9_6.csv,2,7,ALL,19,0.20429060000060417
data/Rushhour9x9_6.csv,0,8,TOL,96,0.00061949999872013
data/Rushhour9x9_6.csv,0,8,RU,24,0.510912499999904
data/Rushhour9x9_6.csv,0,8,ALL,24,0.4175087999992684
data/Rushhour9x9_6.csv,1,8,TOL,96,0.0011481000001367647
data/Rushhour9x9_6.csv,1,8,RU,24,0.45268810000015947
data/Rushhour9x9_6.csv,1,8,ALL,24,0.4068844000012177
data/Rushhour9x9_6.csv,2,8,TOL,96,0.000963100001172279
data/Rushhour9x9_6.csv,2,8,RU,24,0.4516256999995676
data/Rushhour9x9_6.csv,2,8,ALL,24,0.4096693999999843
data/Rushhour9x9_6.csv,0,9,TOL,183,0.0010815000005095499
data/Rushhour9x9_6.csv,0,9,RU,23,0.8920722999991995
data/Rushhour9x9_6.csv,0,9,ALL,23,0.829249799999161
data/Rushhour9x9_6.csv,1,9,TOL,183,0.001130399999965448
data/Rushhour9x9_6.csv,1,9,RU,23,0.8643298000006325
data/Rushhour9x9_6.csv,1,9,ALL,23,0.8307850999990478
data/Rushhour9x9_6.csv,2,9,TOL,183,0.0013240999996924074
data/Rushhour9x9_6.csv,2,9,RU,23,0.8741435000010824
data/Rushhour9x9_6.csv,2,9,ALL,23,0.8324964000003092
data/Rushhour12x12_7.csv,0,0,TOL,1186,0.026197499999398133
data/Rushhour12x12_7.csv,0,0,RU,31,30.908205600000656
data/Rushhour12x12_7.csv,0,0,ALL,31,28.404154500000004
data/Rushhour12x12_7.csv,1,0,TOL,1186,0.028582200000528246
data/Rushhour12x12_7.csv,1,0,RU,31,30.92410330000166
data/Rushhour12x12_7.csv,1,0,ALL,31,27.925714900000457
data/Rushhour12x12_7.csv,2,0,TOL,1186,0.02713439999934053
data/Rushhour12x12_7.csv,2,0,RU,31,51.43655519999993
data/Rushhour12x12_7.csv,2,0,ALL,31,51.67778039999939
data/Rushhour12x12_7.csv,0,1,TOL,977,0.03267670000059297
data/Rushhour12x12_7.csv,0,1,RU,28,48.38822280000022
data/Rushhour12x12_7.csv,0,1,ALL,28,40.52885050000077
data/Rushhour12x12_7.csv,1,1,TOL,977,0.04903969999941182
data/Rushhour12x12_7.csv,1,1,RU,28,28.491479199999958
data/Rushhour12x12_7.csv,1,1,ALL,28,25.741003300001466
data/Rushhour12x12_7.csv,2,1,TOL,977,0.02576520000002347
data/Rushhour12x12_7.csv,2,1,RU,28,28.93279950000033
data/Rushhour12x12_7.csv,2,1,ALL,28,25.71095939999941
data/Rushhour12x12_7.csv,0,2,TOL,864,0.02574339999955555
data/Rushhour12x12_7.csv,0,2,RU,27,13.313791300000958
data/Rushhour12x12_7.csv,0,2,ALL,27,11.258556200000385
data/Rushhour12x12_7.csv,1,2,TOL,864,0.01799620000019786
data/Rushhour12x12_7.csv,1,2,RU,27,13.628424100001212
data/Rushhour12x12_7.csv,1,2,ALL,27,11.289417800000592
data/Rushhour12x12_7.csv,2,2,TOL,864,0.017427999999199528
data/Rushhour12x12_7.csv,2,2,RU,27,13.68890029999966
data/Rushhour12x12_7.csv,2,2,ALL,27,11.20729609999944
data/Rushhour12x12_7.csv,0,3,TOL,1263,0.051727100000789505
data/Rushhour12x12_7.csv,0,3,RU,28,25.707225399999516
data/Rushhour12x12_7.csv,0,3,ALL,28,21.17196479999984
data/Rushhour12x12_7.csv,1,3,TOL,1263,0.04161199999907694
data/Rushhour12x12_7.csv,1,3,RU,28,25.49344199999905
data/Rushhour12x12_7.csv,1,3,ALL,28,21.09316100000069
data/Rushhour12x12_7.csv,2,3,TOL,1263,0.06101959999978135
data/Rushhour12x12_7.csv,2,3,RU,28,25.363194900000963
data/Rushhour12x12_7.csv,2,3,ALL,28,21.031284400000004
data/Rushhour12x12_7.csv,0,4,TOL,1220,0.05149940000046627
data/Rushhour12x12_7.csv,0,4,RU,31,23.036832300000242
data/Rushhour12x12_7.csv,0,4,ALL,29,19.944516799998382
data/Rushhour12x12_7.csv,1,4,TOL,1220,0.05346359999930428
data/Rushhour12x12_7.csv,1,4,RU,31,23.42238609999913
data/Rushhour12x12_7.csv,1,4,ALL,29,20.88316609999856
data/Rushhour12x12_7.csv,2,4,TOL,1220,0.03827149999960966
data/Rushhour12x12_7.csv,2,4,RU,31,24.222214699999313
data/Rushhour12x12_7.csv,2,4,ALL,29,20.54498539999986
data/Rushhour12x12_7.csv,0,5,TOL,735,0.012567100000524078
data/Rushhour12x12_7.csv,0,5,RU,28,18.099317899999733
data/Rushhour12x12_7.csv,0,5,ALL,28,16.858909000000494
data/Rushhour12x12_7.csv,1,5,TOL,735,0.014175299998896662
data/Rushhour12x12_7.csv,1,5,RU,28,18.146970100000544
data/Rushhour12x12_7.csv,1,5,ALL,28,16.860065299999405
data/Rushhour12x12_7.csv,2,5,TOL,735,0.014810399999987567
data/Rushhour12x12_7.csv,2,5,RU,28,18.221903600000587
data/Rushhour12x12_7.csv,2,5,ALL,28,16.858654700001352
data/Rushhour12x12_7.csv,0,6,TOL,1402,0.09494140000060725
data/Rushhour12x12_7.csv,0,6,RU,30,44.45682029999989
data/Rushhour12x12_7.csv,0,6,ALL,30,33.630511999999726
data/Rushhour12x12_7.csv,1,6,TOL,1402,0.033997200000158045
data/Rushhour12x12_7.csv,1,6,RU,30,38.71825290000015
data/Rushhour12x12_7.csv,1,6,ALL,30,31.244953400000668
data/Rushhour12x12_7.csv,2,6,TOL,1402,0.03827559999990626
data/Rushhour12x12_7.csv,2,6,RU,30,34.18359899999996
data/Rushhour12x12_7.csv,2,6,ALL,30,32.01421040000059
data/Rushhour12x12_7.csv,0,7,TOL,658,0.010050099999716622
data/Rushhour12x12_7.csv,0,7,RU,28,9.674040400001104
data/Rushhour12x12_7.csv,0,7,ALL,28,9.039964399999008
data/Rushhour12x12_7.csv,1,7,TOL,658,0.011263999998845975
data/Rushhour12x12_7.csv,1,7,RU,28,9.687129399999321
data/Rushhour12x12_7.csv,1,7,ALL,28,8.599989399999686
data/Rushhour12x12_7.csv,2,7,TOL,658,0.014172699999107863
data/Rushhour12x12_7.csv,2,7,RU,28,9.545054800000798
data/Rushhour12x12_7.csv,2,7,ALL,28,8.569645800000217
data/Rushhour12x12_7.csv,0,8,TOL,632,0.012381099999402068
data/Rushhour12x12_7.csv,0,8,RU,30,12.36639340000147
data/Rushhour12x12_7.csv,0,8,ALL,30,11.322286399999939
data/Rushhour12x12_7.csv,1,8,TOL,632,0.00851659999898402
data/Rushhour12x12_7.csv,1,8,RU,30,12.64930749999985
data/Rushhour12x12_7.csv,1,8,ALL,30,11.310660200000711
data/Rushhour12x12_7.csv,2,8,TOL,632,0.011004600000887876
data/Rushhour12x12_7.csv,2,8,RU,30,12.75014310000006
data/Rushhour12x12_7.csv,2,8,ALL,30,11.417508799999268
data/Rushhour12x12_7.csv,0,9,TOL,1238,0.029483199999958742
data/Rushhour12x12_7.csv,0,9,RU,28,35.52356210000107
data/Rushhour12x12_7.csv,0,9,ALL,28,32.0366527999995
data/Rushhour12x12_7.csv,1,9,TOL,1238,0.03583959999923536
data/Rushhour12x12_7.csv,1,9,RU,28,42.9569788000008
data/Rushhour12x12_7.csv,1,9,ALL,28,45.28227759999936
data/Rushhour12x12_7.csv,2,9,TOL,1238,0.037655899999663234
data/Rushhour12x12_7.csv,2,9,RU,28,43.09147809999922
data/Rushhour12x12_7.csv,2,9,ALL,28,38.79190109999945
